,business_id,categories,city,name,review_count,star_avg,state,categories_list,health_business
541,bi64qQDwwihNhanmsKJ6Xg,"walk-in clinics, medical centers, health & medical",Phoenix,Fit Health Care,5,3.5,AZ,"['walk-in clinics', ' medical centers', ' health & medical']",hospital
542,YNvZdMLXa4q8e9tiE4ge4A,"health & medical, medical centers",Cleveland,Louis Stokes Cleveland VA Medical Center,10,4.0,OH,"['health & medical', ' medical centers']",hospital
543,oDx6NcNdjq5fHJNAhq8mmg,"medical centers, health & medical",Charlotte,Novant Health,4,2.0,NC,"['medical centers', ' health & medical']",hospital
544,YL_tWne9TRw-8lo00FPdqA,"health & medical, doctors, medical centers",Phoenix,North Valley Endoscopy Center,6,5.0,AZ,"['health & medical', ' doctors', ' medical centers']",hospital
545,IwM50FUQs6rkcr9AZRy16w,"doctors, oncologist, medical centers, health & medical",Las Vegas,Dhan Kaushal,3,3.5,NV,"['doctors', ' oncologist', ' medical centers', ' health & medical']",hospital
546,RpgedwJ2BFr-LCy19xmvNA,"health & medical, medical centers, cardiologists, doctors",Scottsdale,Scottsdale Cardiovascular Center,4,5.0,AZ,"['health & medical', ' medical centers', ' cardiologists', ' doctors']",hospital
547,6_pFtgBUD23wb0mBCSqoqA,"health & medical, medical centers",Mesa,Adelante Healthcare Mesa,16,3.0,AZ,"['health & medical', ' medical centers']",hospital
548,H0U80btn82h375gaLatNrA,"health & medical, medical centers",Las Vegas,Nevada Heart & Vascular Center,11,3.5,NV,"['health & medical', ' medical centers']",hospital
549,ceGICrRKXFWC4Qot2_YIRw,"pain management, doctors, medical centers, health & medical",Las Vegas,Neuropathy and Pain Centers of America,3,3.5,NV,"['pain management', ' doctors', ' medical centers', ' health & medical']",hospital
550,y5c0YJRMxoOaZp7xdHFl8w,"health & medical, medical centers, walk-in clinics",Phoenix,Minute Clinic,3,2.5,AZ,"['health & medical', ' medical centers', ' walk-in clinics']",hospital
551,uRPXqwj0793uYDIKttTmaw,"pain management, doctors, health & medical, medical centers",Goodyear,IMS Pain Management,3,1.0,AZ,"['pain management', ' doctors', ' health & medical', ' medical centers']",hospital
552,sUACyfwfOG_YbfePwZ7vMw,"medical centers, health & medical, doctors",Las Vegas,Radiation Oncology Centers of Nevada,3,5.0,NV,"['medical centers', ' health & medical', ' doctors']",hospital
553,mJXajC0a11guJHxJDs8ZTQ,"medical centers, health & medical",Las Vegas,WHASN Essential Las Vegas,38,2.0,NV,"['medical centers', ' health & medical']",hospital
554,nXxe9EfnSoWvQL6SQYG-bg,"hearing aid providers, health & medical, doctors, audiologist, medical centers",Las Vegas,Anderson Audiology,5,5.0,NV,"['hearing aid providers', ' health & medical', ' doctors', ' audiologist', ' medical centers']",hospital
555,w5JAjcTSd_p76QqFo1Fmag,"medical centers, health & medical",Mesa,The Breast Cancer Society,27,1.0,AZ,"['medical centers', ' health & medical']",hospital
556,OGh-9alAEaqHkF975N_bbg,"health & medical, medical centers",Gilbert,Banner MD Anderson Cancer Center,29,2.5,AZ,"['health & medical', ' medical centers']",hospital
557,Be54RMMppmSfG-F05toJwQ,"medical centers, health & medical",Charlotte,VA Health Care Center,4,4.0,NC,"['medical centers', ' health & medical']",hospital
558,OgBifI0LsnRvrrmpdAUqlg,"health & medical, medical centers",Brook Park,Brook Park Medical Center and Urgicare,3,1.0,OH,"['health & medical', ' medical centers']",hospital
559,oaB54zy3JKUGek7B-KrKVQ,"doctors, health & medical, medical centers",Bethel Park,South Hills Ent Assn,3,3.5,PA,"['doctors', ' health & medical', ' medical centers']",hospital
560,NDkYcw0qN8eh17rts7se5w,"medical centers, pain management, health & medical, doctors, orthopedists, podiatrists",Goodyear,IMS Orthopedics,4,2.0,AZ,"['medical centers', ' pain management', ' health & medical', ' doctors', ' orthopedists', ' podiatrists']",hospital
561,Fne6ha3jyqj-nsXwCHmdwA,"surgeons, doctors, medical centers, oncologist, health & medical",Las Vegas,"Souzan Ed-Eid, MD FACS",3,2.5,NV,"['surgeons', ' doctors', ' medical centers', ' oncologist', ' health & medical']",hospital
562,EKOQk6oefPsMWSaNbCemhw,"medical centers, health & medical",Las Vegas,Nevada Heart & Vascular Center,14,2.0,NV,"['medical centers', ' health & medical']",hospital
563,HRY1KRII0NXbQQumf9vaKg,"doctors, health & medical, medical centers",Champaign,Christie Clinic on University,16,2.0,IL,"['doctors', ' health & medical', ' medical centers']",hospital
564,n2xLJZjC5wSOgXbTEiRJ_A,"medical centers, cosmetic surgeons, health & medical, plastic surgeons, doctors",Charlotte,"Kevin L Smith, MD",10,5.0,NC,"['medical centers', ' cosmetic surgeons', ' health & medical', ' plastic surgeons', ' doctors']",hospital
565,z48aCyU2tq29XO6sN466zA,"medical centers, doctors, health & medical",Gilbert,NovaSpine Pain Institute,19,4.5,AZ,"['medical centers', ' doctors', ' health & medical']",hospital
566,B6Boc2uunUOnciiILmmNXQ,"medical centers, health & medical, doctors",Mesa,Banner Health Center: Primary Care Medicine,9,2.0,AZ,"['medical centers', ' health & medical', ' doctors']",hospital
567,T9rfANUy7QfRZjWIjaUqag,"health & medical, medical centers",Goodyear,Sage Health,3,5.0,AZ,"['health & medical', ' medical centers']",hospital
568,K4ujrQrKkZxANrodxUEXdg,"medical centers, health & medical",Scottsdale,Arizona Digestive Center,3,1.0,AZ,"['medical centers', ' health & medical']",hospital
569,MtTyC3W2GD7VOOR0wid5wg,"medical centers, health & medical, doctors, preventive medicine",Gilbert,Banner Health Clinic: Family Medicine,3,5.0,AZ,"['medical centers', ' health & medical', ' doctors', ' preventive medicine']",hospital
570,BoZ_7fN8hH6_fdFHcqa9qw,"doctors, medical centers, surgeons, health & medical",Las Vegas,Southwest Medical Surgery Center - West Charleston,21,3.5,NV,"['doctors', ' medical centers', ' surgeons', ' health & medical']",hospital
571,p6z-AT4h1-201Jf8QTKNVQ,"medical centers, health & medical",Las Vegas,Quest Diagnostics,3,1.5,NV,"['medical centers', ' health & medical']",hospital
572,waqscSoj9tnQL5xMS2Gciw,"doctors, health & medical, medical centers",Phoenix,Mayo Clinic Primary Care Phoenix,4,3.0,AZ,"['doctors', ' health & medical', ' medical centers']",hospital
573,c46Geowa3RCGRWpQKtMkdA,"medical centers, health & medical, audiologist, doctors, hearing aid providers",Mesa,East Valley Hearing Center,8,4.5,AZ,"['medical centers', ' health & medical', ' audiologist', ' doctors', ' hearing aid providers']",hospital
574,ypUxMUCb6Y0DxDo9_u0Tug,"doctors, medical centers, gastroenterologist, health & medical",Las Vegas,Great West Medical Associates,6,4.0,NV,"['doctors', ' medical centers', ' gastroenterologist', ' health & medical']",hospital
575,Y3CERs904rCDR1atLi1DCQ,"health & medical, medical centers",Las Vegas,A New Day - Community Healthy Center,4,5.0,NV,"['health & medical', ' medical centers']",hospital
576,3-iLN8VHXw7Qs9HZVj4ZHA,"medical centers, health & medical",Las Vegas,NuMale Medical Center,11,4.0,NV,"['medical centers', ' health & medical']",hospital
577,YnG5L1v0P4Eh9M1kiUw9Hw,"doctors, medical centers, health & medical",Las Vegas,Palm Medical Group,25,2.0,NV,"['doctors', ' medical centers', ' health & medical']",hospital
578,fKm9onPXw_uPSK_uga9UCQ,"health & medical, medical centers, doctors",Mesa,Arizona Pain Treatment Centers - Mesa,7,2.5,AZ,"['health & medical', ' medical centers', ' doctors']",hospital
579,0BQu4dB58xFFGhdvDdcbwQ,"doctors, medical centers, health & medical",Chandler,Chandler Family Health Center,5,3.0,AZ,"['doctors', ' medical centers', ' health & medical']",hospital
580,4Lz3DFAZpv43IZP7riXz3w,"health & medical, medical centers, gastroenterologist, doctors",Gilbert,Arizona Centers for Digestive Health,16,2.5,AZ,"['health & medical', ' medical centers', ' gastroenterologist', ' doctors']",hospital
581,IYjF3MOfBCY9k61dxvEsQw,"health & medical, medical centers",North Las Vegas,Healthcare Partners Nevada,3,2.5,NV,"['health & medical', ' medical centers']",hospital
582,Kog9NnROEhpr_q5dnwH5_Q,"health & medical, medical centers",Glendale,Banner Thunderbird Surgery Center,4,2.0,AZ,"['health & medical', ' medical centers']",hospital
583,O6F0os1L65wbvv6fAWLmOg,"medical centers, health & medical",Las Vegas,Humana Guidance Center,3,4.0,NV,"['medical centers', ' health & medical']",hospital
584,42GVtf353kOZjoQoqlg9ow,"health & medical, medical centers",Las Vegas,Desert Institute of Spine Care,15,2.5,NV,"['health & medical', ' medical centers']",hospital
585,ROafzm87UM2a69shDdAQSA,"rehabilitation center, health & medical, medical centers, addiction medicine, doctors",Phoenix,Direct2Recovery,7,4.0,AZ,"['rehabilitation center', ' health & medical', ' medical centers', ' addiction medicine', ' doctors']",hospital
586,WMjz_O1hNnTpQB2Ri6pGmw,"health & medical, medical centers",Phoenix,Central Phoenix Medical Clinic,8,3.5,AZ,"['health & medical', ' medical centers']",hospital
587,p3LNa5hTvJY0Dib1eorLSA,"health & medical, surgeons, dermatologists, doctors, medical centers",Mesa,Thaler Millard P MD,3,2.5,AZ,"['health & medical', ' surgeons', ' dermatologists', ' doctors', ' medical centers']",hospital
588,4_5chPKySTjQeWN9GtI-PQ,"health & medical, medical centers, doctors",Las Vegas,Sundance Medical Center,36,3.0,NV,"['health & medical', ' medical centers', ' doctors']",hospital
589,Sw23DJtv7vGh_pL2Ycnvgw,"health & medical, medical centers",Phoenix,Infinity Sleep Solutions,5,2.0,AZ,"['health & medical', ' medical centers']",hospital
590,KkbvZ92B4Gn-JFKYW3ovlQ,"medical centers, health & medical",Goodyear,Arizona Medical Institute,4,2.0,AZ,"['medical centers', ' health & medical']",hospital
591,r2cg8rPkpdBPn2R7kFJB8g,"hearing aid providers, audiologist, ear nose & throat, health & medical, medical centers, doctors",Scottsdale,AZ Hearing Center,3,5.0,AZ,"['hearing aid providers', ' audiologist', ' ear nose & throat', ' health & medical', ' medical centers', ' doctors']",hospital
592,FtqSj-HxUt7XDPGNs76d7g,"health & medical, medical centers",Phoenix,Execudoc,3,5.0,AZ,"['health & medical', ' medical centers']",hospital
593,2ch3yMdZPErWM9oWQOsMZg,"medical centers, health & medical",Charlotte,NuMale Medical Center,3,5.0,NC,"['medical centers', ' health & medical']",hospital
594,BUdtUH9SkcitAf4JOOsa6A,"health & medical, rehabilitation center, medical centers, doctors",Phoenix,North Mountain Medical & Rehabilitation Center,8,2.0,AZ,"['health & medical', ' rehabilitation center', ' medical centers', ' doctors']",hospital
595,PSDbZNNBcY0Wywl_X0BPWA,"medical centers, health & medical",Phoenix,United Blood Services,3,3.5,AZ,"['medical centers', ' health & medical']",hospital
596,m1M-BpnwYDGjAtAAGi2wtA,"oncologist, health & medical, medical centers, doctors",Scottsdale,Ironwood Cancer & Research Centers,6,2.0,AZ,"['oncologist', ' health & medical', ' medical centers', ' doctors']",hospital
597,DpEc_j89J9KrAeE57-ytVw,"health & medical, medical centers",Phoenix,Life Care Center At South Mountain,9,1.5,AZ,"['health & medical', ' medical centers']",hospital
598,0PVUfUK0s75GKBtoiV30AQ,"medical centers, health & medical, doctors, vascular medicine",Mesa,Advanced Vein Center,3,5.0,AZ,"['medical centers', ' health & medical', ' doctors', ' vascular medicine']",hospital
599,aXjYziDn03XO_wmkdKVa5A,"medical centers, doctors, hearing aid providers, audiologist, health & medical",Henderson,Anderson Audiology,9,4.5,NV,"['medical centers', ' doctors', ' hearing aid providers', ' audiologist', ' health & medical']",hospital
600,nMXPJ3nTDcpvMFiUufwf0Q,"cardiologists, medical centers, doctors, dermatologists, health & medical",Mesa,Western Vascular Institute,4,4.0,AZ,"['cardiologists', ' medical centers', ' doctors', ' dermatologists', ' health & medical']",hospital
601,1er_XH-reBUETezx_EbEGw,"medical centers, health & medical",Scottsdale,Arizona TMJ & Pain Center,3,3.5,AZ,"['medical centers', ' health & medical']",hospital
602,51C3Qg3qcLJdF8g9ZcHF1Q,"health & medical, doctors, medical centers",Las Vegas,The Pediatric Center,16,2.5,NV,"['health & medical', ' doctors', ' medical centers']",hospital
603,XXoOGyVXzQ-i7QosKIc3-g,"medical centers, health & medical",Scottsdale,Greenbaum Surgery Center,7,4.5,AZ,"['medical centers', ' health & medical']",hospital
604,AkTY4hLPjBcyth2JFbhX3Q,"allergists, medical centers, health & medical, doctors",Phoenix,Allergy Asthma Clinic,4,4.0,AZ,"['allergists', ' medical centers', ' health & medical', ' doctors']",hospital
605,RUOvaSB62J_t-bIokJWppA,"doctors, health & medical, walk-in clinics, medical centers",Las Vegas,Nevada Health Centers Martin Luther King Family,4,3.0,NV,"['doctors', ' health & medical', ' walk-in clinics', ' medical centers']",hospital
606,O06kDj0DlMI6FPDZ9ucZzg,"doctors, hearing aid providers, health & medical, medical centers, audiologist",Charlotte,Hearing and Balance Center,3,5.0,NC,"['doctors', ' hearing aid providers', ' health & medical', ' medical centers', ' audiologist']",hospital
607,L5lm3bZox2bEhMbm2sQN6Q,"doctors, health & medical, medical centers",Peoria,Sunrise Medical Center,3,3.5,AZ,"['doctors', ' health & medical', ' medical centers']",hospital
608,B74W6i1BPe76QsuN8D0HKA,"hearing aid providers, audiologist, medical centers, ear nose & throat, allergists, ophthalmologists, cosmetic surgeons, doctors, health & medical",Charlotte,"Charlotte Eye Ear Nose & Throat Associates, PA",3,3.5,NC,"['hearing aid providers', ' audiologist', ' medical centers', ' ear nose & throat', ' allergists', ' ophthalmologists', ' cosmetic surgeons', ' doctors', ' health & medical']",hospital
609,cnTE1dztuYCgPupl9KjpWQ,"medical centers, health & medical",Scottsdale,The Sleep Center,3,3.5,AZ,"['medical centers', ' health & medical']",hospital
610,ryP-4i2pw09DjE2hGmYCbw,"medical centers, health & medical, doctors, surgeons",Las Vegas,Las Vegas Minimally Invasive Surgery and Women's Pelvic Health,3,3.0,NV,"['medical centers', ' health & medical', ' doctors', ' surgeons']",hospital
611,XbL5KOsSpGnNspefo6RA-g,"doctors, cardiologists, health & medical, medical centers",Mesa,CAI A Cardiovascular and Arrhythmia Institute,3,1.5,AZ,"['doctors', ' cardiologists', ' health & medical', ' medical centers']",hospital
612,Mx614WFoAQ9GL1Cnt1iqwg,"neurologist, medical centers, health & medical, doctors",Scottsdale,"Luis M Tumialan, MD",3,2.5,AZ,"['neurologist', ' medical centers', ' health & medical', ' doctors']",hospital
613,u6de7nzvMo4N-KAQd8Z_gQ,"doctors, medical centers, health & medical",Goodyear,Mountain Park Health Center - Goodyear Clinic,3,2.5,AZ,"['doctors', ' medical centers', ' health & medical']",hospital
614,AucoruZRagzsBYVksnKO1g,"medical centers, health & medical",Phoenix,21st Century Family Medicine,8,1.0,AZ,"['medical centers', ' health & medical']",hospital
615,S-A3uLHHu_FS7F5zwjI8lQ,"health & medical, doctors, medical centers, oncologist",Phoenix,Breast Health and Research Center - Deer Valley,10,3.0,AZ,"['health & medical', ' doctors', ' medical centers', ' oncologist']",hospital
616,iBk2NRbX-Oe1cNZFlWbrDQ,"health & medical, medical centers",Mint Hill,Mint Hill Primary Care,8,2.5,NC,"['health & medical', ' medical centers']",hospital
617,4AA6Rx8ILRd4BMAOtEhGHQ,"medical centers, health & medical",Tempe,Celerion,7,2.5,AZ,"['medical centers', ' health & medical']",hospital
618,YyzLsddwRdkShZZuCeNB3g,"health & medical, medical centers, doctors, rheumatologists",Las Vegas,Southwest Medical Associates at Flamingo,9,2.0,NV,"['health & medical', ' medical centers', ' doctors', ' rheumatologists']",hospital
619,SoTlKD7BjlEnB-8_ZgJBdQ,"pain management, health & medical, medical centers, doctors",Chandler,Orange Medical Pain Management,3,2.5,AZ,"['pain management', ' health & medical', ' medical centers', ' doctors']",hospital
620,3RR-HwkhvFKIkoSdTSHixg,"oncologist, medical centers, health & medical, doctors",Las Vegas,Comprehensive Cancer Centers of Nevada,7,4.5,NV,"['oncologist', ' medical centers', ' health & medical', ' doctors']",hospital
621,Zkztc5QCn0uYd0XdAkAKUg,"gastroenterologist, health & medical, doctors, medical centers",Phoenix,Digestive Health Center of Arizona,8,3.0,AZ,"['gastroenterologist', ' health & medical', ' doctors', ' medical centers']",hospital
622,rL3mTvsv0C_c8tkDzgSmHg,"health & medical, medical centers",Charlotte,My Sunshine Baby,10,4.5,NC,"['health & medical', ' medical centers']",hospital
623,zZfO1de5D763DcU_WD_lqQ,"medical centers, doctors, urologists, health & medical",Gilbert,Southeast Valley Urology,6,3.0,AZ,"['medical centers', ' doctors', ' urologists', ' health & medical']",hospital
624,SvzukzfUtJJ7acO0ShYToA,"medical centers, health & medical, pain management, doctors",Henderson,"Satish Sharma, MD - Advanced Pain Management Center",19,2.5,NV,"['medical centers', ' health & medical', ' pain management', ' doctors']",hospital
625,nW2I9DVZ7ndUg8D1kxk9Sw,"rehabilitation center, skilled nursing, pain management, health & medical, medical centers, doctors",Las Vegas,Silver Hills Health Care Center,13,3.0,NV,"['rehabilitation center', ' skilled nursing', ' pain management', ' health & medical', ' medical centers', ' doctors']",hospital
626,TdCoEfYNe_7uOitjsVW0gw,"medical centers, health & medical",Henderson,Healthcare Partners Nevada - Henderson,5,1.5,NV,"['medical centers', ' health & medical']",hospital
627,01ATXv8qMOdk-v7o1YCFrQ,"medical centers, health & medical, doctors",MESA,Options Medical,3,2.5,AZ,"['medical centers', ' health & medical', ' doctors']",hospital
628,weiQslXCw867uPvbrPhvrA,"health & medical, medical centers",Mesa,Desert Grove Family Medical Center,22,1.5,AZ,"['health & medical', ' medical centers']",hospital
629,gnS83V-AmW4EyJL9pnOkOg,"health & medical, medical centers, optometrists",Gilbert,Seville Eye Center,48,4.5,AZ,"['health & medical', ' medical centers', ' optometrists']",hospital
630,HCgufJA1BcaVmkJ-6g8dOA,"health & medical, medical centers, rehabilitation center",Phoenix,Arizona Pain Specialists,4,1.0,AZ,"['health & medical', ' medical centers', ' rehabilitation center']",hospital
631,XppFtQA_sHSCC-wDkC-mkQ,"health & medical, medical centers",Tempe,Summit Male Medical Center,3,5.0,AZ,"['health & medical', ' medical centers']",hospital
632,XNKg5k0kSEQbyHCLeGPx7Q,"health & medical, medical centers, surgeons, doctors, vascular medicine",Chandler,Arizona Vein & Vascular Center,10,2.0,AZ,"['health & medical', ' medical centers', ' surgeons', ' doctors', ' vascular medicine']",hospital
633,ZJ-yVT-CmVZnASXkagI_iw,"medical centers, health & medical",Gilbert,East Valley Family Medical,10,1.5,AZ,"['medical centers', ' health & medical']",hospital
634,dqFEwLzH9wnrmhNZmGza9A,"doctors, health & medical, surgeons, medical centers",Las Vegas,Flamingo Surgery Center,8,4.0,NV,"['doctors', ' health & medical', ' surgeons', ' medical centers']",hospital
635,1Ne2Pk9plvsKM_kJk52ooA,"health & medical, medical centers",Henderson,Henderson Surgery Center,15,3.5,NV,"['health & medical', ' medical centers']",hospital
636,Bsw6sGGiCqGZ6Z6Jtw-owA,"health & medical, medical centers",Charlotte,Quest Diagnostics Incorporated,7,3.0,NC,"['health & medical', ' medical centers']",hospital
637,zlYhdSedm1VXHmzijk-eGQ,"medical centers, health & medical, doctors",Las Vegas,Nevada Heart & Vascular Center,10,2.5,NV,"['medical centers', ' health & medical', ' doctors']",hospital
638,Id_-eLEp-vodsnmJMjuI8g,"health & medical, medical centers, oncologist, doctors",Mesa,Ironwood Cancer & Research Centers,6,4.5,AZ,"['health & medical', ' medical centers', ' oncologist', ' doctors']",hospital
639,jA1uJi16Ywg4t19wX-LdDg,"health & medical, medical centers",Mentor,Quest Diagnostics,3,2.5,OH,"['health & medical', ' medical centers']",hospital
640,KojDhbYIFAkm9CMQ-4N5jA,"medical centers, health & medical",Mesa,Arizona TMJ & Pain Center,3,3.5,AZ,"['medical centers', ' health & medical']",hospital
641,v6wY0GmoelnOkhkL1kUnUQ,"medical centers, health & medical",Phoenix,Gateway Surgery Center,10,4.0,AZ,"['medical centers', ' health & medical']",hospital
642,kwMu1FUgxFGIAu8PJrRHnQ,"medical centers, health & medical",Las Vegas,Cleveland Clinic - Lou Ruvo Center for Brain Health,23,3.5,NV,"['medical centers', ' health & medical']",hospital
643,BlIU61X3fIUofueR05kD2g,"health & medical, doctors, medical centers, cardiologists",Cleveland,Metrohealth Medical Center,16,3.5,OH,"['health & medical', ' doctors', ' medical centers', ' cardiologists']",hospital
644,R-OLFC6Ucclw8-HquOPGDw,"doctors, medical centers, health & medical",Chandler,The Wellness Medical Clinic,3,3.5,AZ,"['doctors', ' medical centers', ' health & medical']",hospital
645,vuXC8pPB6-sI2Jj92yBjXQ,"health & medical, medical centers",Las Vegas,WellHealth Women's Specialty Care,24,2.0,NV,"['health & medical', ' medical centers']",hospital
646,51Q83qjkkGGYuxX_frygCw,"medical centers, health & medical",Las Vegas,Las Vegas Urology,4,2.0,NV,"['medical centers', ' health & medical']",hospital
647,2m-YavUL_foOg-NJNt7D2Q,"medical centers, health & medical, doctors, oncologist, surgeons",Las Vegas,"Comprehensive Cancer Centers of Nevada, Northwest",19,2.5,NV,"['medical centers', ' health & medical', ' doctors', ' oncologist', ' surgeons']",hospital
648,VTMe2__oQO-S-_28vdrHYg,"gastroenterologist, medical centers, health & medical, doctors",Scottsdale,Digestive Health Specialists,25,3.5,AZ,"['gastroenterologist', ' medical centers', ' health & medical', ' doctors']",hospital
649,-cBpz_NDX-g-8VbNa6FRTA,"health & medical, medical centers",Buckeye,The Little Clinic,6,3.0,AZ,"['health & medical', ' medical centers']",hospital
650,eGVi-c3iJzV3EHwzDHclnQ,"medical centers, health & medical",Las Vegas,Family Tree Medical Center,10,5.0,NV,"['medical centers', ' health & medical']",hospital
651,U_jI327OS7dv2DvqgZUh0w,"health & medical, medical centers",Las Vegas,Pearson Professional Centers,7,4.5,NV,"['health & medical', ' medical centers']",hospital
652,58qLfq-J__2IWM1aYUpv-A,"health & medical, doctors, oncologist, medical centers",Mesa,Ironwood Cancer & Research Centers,5,3.0,AZ,"['health & medical', ' doctors', ' oncologist', ' medical centers']",hospital
653,B0t38wowzQY8c3Bts6oLZg,"dermatologists, health & medical, doctors, medical centers",Las Vegas,The Medical Skin Clinic,4,2.0,NV,"['dermatologists', ' health & medical', ' doctors', ' medical centers']",hospital
654,vKvbMvFofPM5DeXKC9JAcQ,"health & medical, medical centers",Henderson,Siena Hills Primary Care,6,3.0,NV,"['health & medical', ' medical centers']",hospital
655,UkWaEEY7HHcXjivqZbjNLg,"doctors, health & medical, medical centers",North Las Vegas,Southwest Medical Associates at Civic Center,3,3.5,NV,"['doctors', ' health & medical', ' medical centers']",hospital
656,hTzq1dHU8AxhZAubRVf7sQ,"doctors, health & medical, medical centers, preventive medicine",Peoria,Banner Health Clinic: Family Medicine,5,3.0,AZ,"['doctors', ' health & medical', ' medical centers', ' preventive medicine']",hospital
657,vBmugOy-Adg5YnHTiTrQMA,"doctors, vascular medicine, cardiologists, health & medical, medical centers",Las Vegas,Nevada Heart & Vascular Center,6,2.0,NV,"['doctors', ' vascular medicine', ' cardiologists', ' health & medical', ' medical centers']",hospital
658,85qgQW9Ur6f58rOUjiHltA,"health & medical, medical centers",Las Vegas,Dignity Health Medical Group - Southwest,37,2.5,NV,"['health & medical', ' medical centers']",hospital
659,N4mWvFNSzJquHo8UCOcBYQ,"health & medical, medical centers, doctors, urologists",Sun City West,Academic Urology & Urogynecology of Arizona,3,3.5,AZ,"['health & medical', ' medical centers', ' doctors', ' urologists']",hospital
660,JdJpR8y73mRUb0Ez68jc_Q,"medical centers, doctors, urologists, health & medical",Glendale,Arizona Urology Specialists,6,2.5,AZ,"['medical centers', ' doctors', ' urologists', ' health & medical']",hospital
661,qu9C_VXLYBRTeQc3wPDgmg,"health & medical, medical centers, surgeons, doctors",Las Vegas,Smoke Ranch Surgery Center,11,3.0,NV,"['health & medical', ' medical centers', ' surgeons', ' doctors']",hospital
662,50Fd7voz6qdtsnZ8f0fjvQ,"medical centers, radiologists, health & medical, gastroenterologist, anesthesiologists, doctors",Madison,UW Health - Digestive Health Center,3,4.5,WI,"['medical centers', ' radiologists', ' health & medical', ' gastroenterologist', ' anesthesiologists', ' doctors']",hospital
663,KPHER-n5jEVX3BgNJBfNPg,"health & medical, medical centers",Pittsburgh,Quest Diagnostics,3,4.5,PA,"['health & medical', ' medical centers']",hospital
664,waTqiSnJ7_kAoTkISHRNxw,"medical centers, health & medical, walk-in clinics",Gilbert,The Little Clinic,6,4.0,AZ,"['medical centers', ' health & medical', ' walk-in clinics']",hospital
665,T3IiCQXAZtg_dm4akv5r3A,"pain management, health & medical, doctors, medical centers",Las Vegas,Nevada Comprehensive Pain Center,13,3.5,NV,"['pain management', ' health & medical', ' doctors', ' medical centers']",hospital
666,9LsY9iM8IaXkzWlD-UZW3A,"health & medical, medical centers",Las Vegas,Ageless Men's Health,5,3.5,NV,"['health & medical', ' medical centers']",hospital
667,i2kCrJptrmU0FeXUuc9Krg,"audiologist, health & medical, medical centers, doctors, hearing aid providers",Las Vegas,Anderson Audiology,3,5.0,NV,"['audiologist', ' health & medical', ' medical centers', ' doctors', ' hearing aid providers']",hospital
668,THk-hBltknBsGCEaVG6Www,"health & medical, ear nose & throat, medical centers, surgeons, doctors",Henderson,Randall T Weingarten MD,51,3.5,NV,"['health & medical', ' ear nose & throat', ' medical centers', ' surgeons', ' doctors']",hospital
669,ciMCFExQ2_yoBsdkDSWOlw,"doctors, health & medical, walk-in clinics, medical centers",Henderson,Southwest Medical Associates Convenient Care at Valle Verde,28,3.5,NV,"['doctors', ' health & medical', ' walk-in clinics', ' medical centers']",hospital
670,bzPrrbDHRxstf9FSPw1Xjw,"audiologist, doctors, hearing aid providers, medical centers, health & medical",Las Vegas,Anderson Audiology,13,4.5,NV,"['audiologist', ' doctors', ' hearing aid providers', ' medical centers', ' health & medical']",hospital
671,FNYTbncgegO2MN0EK7Gv5A,"health & medical, medical centers",Peoria,Cigna Medical Group,4,4.0,AZ,"['health & medical', ' medical centers']",hospital
672,T0sMsXt_e4fBQXd8PP-YnA,"medical centers, health & medical",Urbana,Presence Covenant Medical Center,7,1.5,IL,"['medical centers', ' health & medical']",hospital
673,G2ydLAZIpUA7LuTdRzHDwg,"health & medical, doctors, fertility, medical centers",Phoenix,The World Egg Bank,15,3.5,AZ,"['health & medical', ' doctors', ' fertility', ' medical centers']",hospital
674,z3WpFqnwTGpaSk8O2SA9Cw,"medical centers, health & medical",Las Vegas,Guadalupe Medical Center,12,1.0,NV,"['medical centers', ' health & medical']",hospital
675,B0PEVucI2-FJH0vz50teWQ,"medical centers, health & medical",Avondale,Surgical Elite of Avondale,4,4.0,AZ,"['medical centers', ' health & medical']",hospital
676,6GkFwSShRwJg8LhjTxG3MQ,"health & medical, medical centers",Las Vegas,Sunset Ridge Surgery Center,7,4.5,NV,"['health & medical', ' medical centers']",hospital
677,-M8Yt36x3RoC9YuD3NoMrQ,"health & medical, medical centers",Las Vegas,Cima Medical,6,1.0,NV,"['health & medical', ' medical centers']",hospital
678,DjFhChIqRClmDxg_v69DJQ,"health & medical, medical centers",Gilbert,The Natural Detox and Healing Center,3,1.5,AZ,"['health & medical', ' medical centers']",hospital
679,5r0H3Xx0fqPM_4G0LpiC5g,"medical centers, health & medical",Charlotte,Reach,18,2.0,NC,"['medical centers', ' health & medical']",hospital
680,z4dLiNu4N1YlJor_PDuZ6A,"health & medical, medical centers",Phoenix,Neuromuscular Research Center,3,2.5,AZ,"['health & medical', ' medical centers']",hospital
681,cPqubFoj6hLWQ0Mgf6N7bA,"health & medical, medical centers",Glendale,Sonoran Medical Centers,22,3.5,AZ,"['health & medical', ' medical centers']",hospital
682,szhD1-esquzkQd0HDkbUOQ,"endocrinologists, doctors, health & medical, medical centers",Scottsdale,Endocrinology Diabetes & Longevity Center of Arizona,35,1.5,AZ,"['endocrinologists', ' doctors', ' health & medical', ' medical centers']",hospital
683,-B0Lsvc1jaVU0dx9VowP3g,"pain management, health & medical, doctors, medical centers",Phoenix,Sonoran Pain Management,13,3.0,AZ,"['pain management', ' health & medical', ' doctors', ' medical centers']",hospital
